source,target,label
I should like to take up one point which previous speakers have also made.,I should like to introduce a new point that nobody has mentioned before.,0
"This carries great risks to the economy, to the environment and to people.",This poses minor risks to the political system and has no effect on the environment or people.,0
"Above all, I find the situation in Russia and a number of Central and Eastern European countries alarming.","Primarily, there's an alarming situation unfolding within a select few Western and Southern European nations.",0
Now I know that people there say that some computers do not have the problems we have in the West.,Now I know that people there claim all our Western computers are defective.,0
But we cannot be sure of that.,But that is an indisputable fact.,0
"To be on the safe side, I recently paid a working visit to the only nuclear power plant which my country boasts.","Just as a caution, I toured a local factory because my country has no nuclear power plants.",0
I found there that they had been working for a full year to make the plant millennium-compliant.,"When I arrived, I realized they had taken a year off to celebrate the new millennium.",0
So I am grateful to Mr Donnelly for having incorporating my amendment on this point.,So I owe Mr. Donnelly gratitude for his own suggestion on this matter.,0
"It is high time that we accepted our responsibilities, and I think account must be taken of this in our aid programmes.","It's finally time to cede our responsibilities, and I reckon this should be discounted when we devise our aid programmes.",0
A variety of studies show that it can be done at relatively modest cost.,A few studies indicate that it's always highly expensive to achieve.,0
The total cost of resolving the Russian millennium problem is put at USD 100 million.,Russia has spent only USD 10 million to resolve their century-long problem.,0
I think that would be money well spent.,I suppose that would be a considerable amount of money.,0
Time is getting on.,It's almost time to start.,0
"We have no time left, and the responsibility rests with the West just as much as with the East.","There's plenty of time to figure things out, and primarily the West holds the responsibility, not so much the East.",0
"Mr President, I should like to begin with a confession.","Mr President, I wish to start with my own personal story.",0
I am a complete technophobe and clearly this is why my group has chosen me to speak on this complex topic.,My group has appointed me to speak about this straightforward topic because I'm a complete technophobe.,0
I have read Mr Donnelly's splendid report and commend him for it.,Mr. Donnelly has read my report and I commend him for his work.,0
A thought did occur to me.,A thought was given to me by someone else.,0
Clearly this is an important issue.,"Clearly, this is an important financial strategy.",0
Could we sue Mr Gates for his many billions of dollars for his responsibility in the process?,Could we hold Mr. Gates accountable for the entire process and sue him for a small sum?,0
Or perhaps we could nationalise him as one US economist recently suggested.,One US economist recently recommended that we could internationalize him instead.,0
It seems to me a little late in the day.,We have plenty of time left in the day.,0
"Indeed, Parliament is also a little late in the day with its report.","Indeed, the court submitted its report right on time.",0
But I am sure that Commissioner Bangemann will tell us that the Commission is well advanced with its planning.,But I am certain that Commissioner Bangemann will announce the Commission has finished its planning.,0
They may be far-reaching.,They have a vast empire.,0
The millennium problem brings us unequivocally up against the limitations of human knowledge and ability.,The millennium problem launches a new era of enhanced human knowledge and surpasses previous capabilities.,0
"To anyone who puts all his trust in technology, the millennium problem must be a huge disappointment.","To anyone wary of technology, the millennium problem confirmed their biggest fears.",0
A mere trifle like leaving out the digits '19' from the year gives rise to a life-threatening situation.,Leaving out the '19' in any number is a laughable matter that hardly poses any risk.,0
We are too quick to forget that all technology is the work of human beings.,We quickly realize that all technology operates independently of humans.,0
"In a way, we wanted the new computer technology to produce economic results too fast.",We wanted the new computer technology simply for its economic benefits in the long term.,0
Is this not the root of a great number of current social and cultural problems?,This is the root of all our medical and financial problems.,0
We are addicted to the pursuit of profit and economic gain.,Our addiction lies in the endless pursuit of knowledge and scholarly achievements.,0
"Everything has to give way to that imperative, including the natural world and our very human existence itself.",Every other concern should be secondary to our human existence and the protection of the natural environment.,0
Of course we have to try to prevent possible disasters.,"Naturally, we should predict and accept potential disasters.",0
But I think we need equally to reflect on the deeper cultural and religious causes.,But we must only contemplate the surface cultural and religious traditions.,0
"Mr President, it is not quite ten months to the turn of the century.","Mr. President, we are nearly a decade away from the turn of the century.",0
"Despite that, the testing of computer systems is lagging behind in many sectors, and has not even yet begun in all of them.","Despite that, the testing of video games is lagging behind in many sectors, and has not even yet begun in all of them.",0
"However, it lays the main emphasis on cooperation from its Member States and the western world.",It insists on cooperation only from the western world.,0
But the problems are not confined to here.,The problems originate solely from this place.,0
"The issue is neither a political nor an ideological one, and in dealing with it borders must not act as barriers.","The issue is both a political and ideological one, and borders should be maintained as barriers in dealing with it.",0
"It is preferable to make this investment sooner rather than later, as delay could prove costly.","It is preferable to make this investment now, as it will become cheaper if you wait.",0
The responsibility is a global one.,Each country has its own responsibility.,0
Their structure and specialist technical knowledge mean that they are able to react quickly to any software problems that come up.,Their strict policies and advanced technical expertise enable them to proactively prevent any IT problems.,0
The rapporteur's comments on the nuclear sector in Eastern Europe and Russia are extremely important.,The rapporteur's opinions on the nuclear sector in Eastern Europe and Russia are outdated.,0
It is now high time to make sure that the funding available really is used to improve reactor safety.,It is essential to continue investing in reactor aesthetics using the funds we have.,0
But we must look beyond this.,We must look inside this.,0
"Even today, we still do not know how big an effect such irresponsible behaviour will have.",We've already seen the tremendous benefits of such irresponsible behaviour.,0
"As the saying goes, to govern is to predict.","As the proverb states, only fortune-tellers can govern.",0
"Well, this is proof that no-one is governing our world any longer.",This clearly demonstrates that everyone is governing our world now.,0
This whole issue of computer faults is not as innocuous as it may seem.,This issue of computer viruses is pretty benign and not to worry about.,0
We have been looking at the problem for four years now and have tried to do everything we can.,"For over a decade, we have been trying to solve the problem but to no avail.",0
"Her problem was that everything she said was always true, but this is not the case with Alan Donnelly.","Her problem was that she could never tell the truth, a trait shared by [Name0] [Surname1].",0
I am sure that some of the fears expressed here in this debate will not come true at all.,I am convinced that the anxieties voiced during this debate are exaggerated and unfounded.,0
Let me begin by telling you what the Commission has been doing.,Let me start by discussing our future plans for the Commission.,0
"The first problem was to make everyone aware that there was a problem, and that it affected them.",The initial issue involved ensuring everyone knew the problem didn't pertain to them.,0
"This was the most important priority, so in itself it is no bad thing.","The main concern was trivial, yet not altogether unwelcome.",0
"The Commission did what it could to help here, focusing particularly on small and medium-sized firms.",The Commission helped significantly by providing personal consulting to each employee in small and medium-sized firms.,0
"For example, we provided the atomic energy authority with funding to enable it to carry out operations in Eastern Europe.","For example, we provided the agricultural authority with funding to support its operations in Eastern Europe.",0
The result is reasonably good.,The result yielded a tremendous profit.,0
We have been doing everything we have listed in the communication.,We have completed all the additional tasks that were not listed in the communication.,0
"These fields were not chosen at random, but because they vary in the way in which they use computers.",These fields were chosen because they all avoid using computers in their operations.,0
The data are not linked to particular time intervals and will therefore not be affected by the millennium bug.,The data are likely to be corrupted by the millennium bug due to their connection with certain time periods.,0
So this is something else that needs to be looked into.,So this is another problem that has been thoroughly investigated.,0
"If people wanted, the Commission could even do more, particularly in the way of providing financial support.","The Commission is expected to reduce its contributions, even if people wanted more support.",0
What else can we do to adapt the legal provisions if necessary?,How can we rewrite the laws to fit our needs?,0
We have looked into this too.,We have looked into a completely different issue as well.,0
"Legal rules already exist to deal with problems such as this, because in legal terms it is nothing new.","This problem is unprecedented, so legal rules have to be invented to cope with it.",0
This is why we do not think it would be a good idea to propose new legal rules.,"This is why we encourage the establishment of additional legal regulations.""",0
"Of course, this does not encourage people to tackle the millennium bug, quite the reverse, unfortunately.",This is the main reason everyone is now focused on solving the millennium bug efficiently.,0
"Of course, this will not be the case everywhere.","Of course, this applies to every single place without exception.",0
"For example, someone asked whether Parliament will continue to operate after the year 2000.",Someone inquired about Parliament ceasing operations in the year 2000.,0
Of course we have ensured that our own systems will operate.,We ensured that our security systems are foolproof.,0
A project designed to ensure that they are millennium-compliant is nearing completion.,A brand new project to make them compliant is just beginning.,0
"We now know what the Commission is doing, but can you tell honourable Members what stage Parliament has reached?","We have clarity on the Commission's doings, can you enlighten the audience about the Parliament's latest policy implementations?",0
I will convey your request to the President of Parliament and ask him to communicate with you in due course.,"Your request will be dismissed by the President of Parliament, but he will talk to you later.",0
"Safety, hygiene and health protection at work","Workplace safety, personal hygiene, and the health protection company.",0
Both committees suffer from a lack of resources.,Both committees face challenges because their members lack experience.,0
"Even so, they have succeeded in doing an excellent job.","Even so, their success is limited to their satisfactory performance.",0
The most important aspect of the Community's activities in the area of health and safety at work is legislation and its application.,The Community's only role in workplace health and safety is to review existing legislation.,0
Considerable progress has been made in this field.,This field has been completely revolutionized recently.,0
"Enforcement is, however, what all the EU health and safety activities hinge on.",The EU health and safety activities operate completely independently of any enforcement mechanisms.,0
These are important priorities.,These are the only things that matter.,0
The Commission's extended list of priorities will present a real challenge for action on health and safety at work.,The Commission's extensive priorities will streamline health and safety procedures at work.,0
Occupational health and safety in the applicant countries is not nearly at the same level as in current Member States.,Occupational health and safety are considered superior in applicant countries compared to current Member States.,0
They will need every possible kind of support to achieve the levels that exist in the Community.,They will need no support at all to surpass the levels present in the Community.,0
"In Finland, action to maintain the capacity to work is taken jointly by the employer, the employee and the cooperation organisations.","In Finland, the employee independently ensures their ability to work without input from the employer or cooperation organizations.",0
Finland's good record in this area could be taken as a model of good practice for the other Member States.,All other Member States have already adopted Finland’s model of good practice in this area.,0
There is a fundamental link here with employability.,There is a basic connection here with our educational system.,0
"Our committee has already mentioned stress, in particular, as being one of these.",Our committee has identified relaxation techniques as one of these.,0
"I would also draw attention to the issue of violence, which is a growing problem in the service sector.",I would like to point out the importance of dealing with violence that has been successfully eradicated from the service sector.,0
"I think we need to obtain statistics in this area, broken down by gender.","I think we need to obtain statistics in this area, primarily focusing on income levels.",0
Amendment No 2 I approve as an addition to paragraph 15 in the report.,"Amendment No 2, which I support, will replace paragraph 15 in the report.",0
"In the Nordic countries there are excellent examples of this, and for that reason I recommend that Amendment No 1 be rejected.",The Nordic countries show that Amendment No 1 should be approved because of their successful implementation.,0
Worker protection is another important issue in the context of the enlargement to the east.,The eastern enlargement process does not consider worker protection as an issue.,0
"Mr President, Mrs Ojala has been very effective in the committee in driving through a very important report.","Mr President, [Name0] [Surname1] has driven through a minor report in the committee without much effort.",0
I pay tribute to her patience and understanding on this issue.,I am grateful for her continuous support and expertise on different matters.,0
Across Europe there are many bodies which play a role in protecting citizens' lives.,"Across Europe, there are many bodies specifically designed to endanger citizens' lives.",0
I can therefore support both the approach and the substance of Mrs Ojala's report because it moves in that direction.,I can affirm support for the approach but not the substance of Mrs Ojala's report since it moves in that orientation.,0
Although Safe Action in Europe is no longer with us in body it is still with us in spirit.,Safe Action in Europe has a lasting legacy in the physical world.,0
The Bilbao agency has succeeded in encouraging the process of spreading best practice effectively.,The Bilbao agency has succeeded in making the best practices the industry standard.,0
"However, most of all we should celebrate Parliament's vigilance.",We should celebrate because Parliament's vigilance has prevented many crimes.,0
It is only by this vigilance that we are able to promote the best strategies which will effect the best practices.,Our vigilance is what makes us the best at implementing strategies and practices.,0
"To this end, I regard this report as a major part of the machinery of good practice and effective regulation in this field.","To this end, I see this report as an optional supplement for standard practice and regulation in the field.",0
The rapporteur is to be congratulated for bringing it together.,The rapporteur deserves an award for assembling such a large team.,0
"Mr President, I too am grateful to the rapporteur for her report.","Mr President, I acknowledge the treasurer for her financial summary.",0
This is an aspect of social policy which has actually generated the most legislation.,"In terms of social policy, this is the segment that spurred only a handful of laws.",0
It is also a part of the internal market.,It includes the entire internal market.,0
That is sometimes overlooked.,That is a detail that is frequently emphasized.,0
So that is one of the reasons why we have such a broad range of legislation covering the field.,Having a broad selection of laws is one of the several outcomes of that particular reason.,0
It is only really in the last year and a half that the matter has been addressed with any vigour.,The situation has been vigorously addressed for over two years now.,0
"That, I think, is one of the essential things which need to be done.","That is the only thing that needs to be done, in my opinion.",0
That too is an extremely important aspect.,That minor point is also worth considering.,0
"These comments are all directed, really, at the Commission.","These observations are really intended for the audience, not the Commission.",0
My second point concerns Eastern Europe.,My second point involves a detailed analysis of South America.,0
I see we have Mr van den Broek here with us.,I notice that we are visiting Mr. van den Broek's location.,0
"Of course, we cannot accept that.","Obviously, we must welcome that with open arms.",0
The third point is the question of the committee itself.,The third point is that the committee has raised a question.,0
"In one of her amendments, Mrs Ojala has made a direct attack on the independence of the social partners.","In one of her amendments, Mrs Ojala has offered a compromise to the social partners.",0
"That is not acceptable, in my view, and we have tabled an amendment accordingly.","In my view, that's unacceptable and we have decided not to propose any changes.",0
They will be forced to say what others think.,They will be encouraged to share their personal viewpoints.,0
Those are the points I wished to make - my compliments to the rapporteur.,"Those points were made by the rapporteur, to whom I send my compliments.",0
OMS attacks the nervous system and can cause severe forms of brain damage.,OMS targets the muscular system and may result in mild headaches.,0
I would urge the Commission to ensure that other countries too make progress on this front.,I would advise the Commission to prevent other countries from making progress on this issue.,0
I should like to know what further research the Commission is doing into substances suspected of causing OMS.,The Commission has concluded its research on substances that cause OMS.,0
"Mr President, first of all I must congratulate Mrs Ojala on her excellent report.",I feel obliged to thank Mrs Ojala for her report on global economics.,0
This situation must be tackled conscientiously and responsibly.,This situation can be ignored without any consequences.,0
And we will continue to stress this point!,And this point will continue to cause us stress!,0
"Yet this is not the only situation which needs to be tackled, as we are seeing a general trend which must be resisted.","Yet this is the only situation which needs to be handled, as we are seeing a general trend which should be embraced.",0
This is why problems must be tackled on the basis of industrial relations.,We must address these issues without any consideration of industrial relations.,0
"And from the outset, my group should like to compliment Mrs Ojala on this excellent report.","And from the very start, my group predicted that [Name0] [Surname1] would deliver an outstanding performance in the report.",0
Such concern may have become evident through the Safety and Health Commission's report.,The report by the Safety and Health Commission indicated that the economy is improving.,0
We support her comments on the unjustified cuts in resources allocated to the European Foundation in Dublin.,We are against her comments on the increase in resources allocated to the American Foundation in New York.,0
"We will not go into the details here, but added to this, new risks are also emerging.","We will avoid the details, yet there are no new risks appearing at all.",0
This aspect has already been mentioned so I will not go back over it.,"This aspect will be covered later in detail, so I will not touch on it now.",0
It discusses the economic challenge that the world of work.,It discusses the economic benefits that the world of work.,0
"Finally, it looks at the situation of work both within the Union and in relation to third countries.","Finally, it predicts the future of employment within the Union and third countries.",0
The traditional factories and conveyor belts and the safety measures that went with them are all in decline.,Conveyor belts and the accompanying safety precautions are the only aspects of traditional factories that continue to thrive.,0
"Parliament has already done a considerable amount of work on these, but there is still more to be done.","These tasks have been ignored by Parliament, and there is a formidable amount of work awaiting completion.",0
The humanisation of working life is the task that now faces us in the single market.,The humanization of working life requires us to embrace remote work in the single market.,0
"Mr President, I must firstly also offer my compliments to Mrs Ojala.","Mr President, I can finally offer my endorsements for Mrs Ojala's project.",0
"Secondly, I wish to comment on the question of structures.","Firstly, I need to discuss the building plans.",0
There is more than just reproductive health at issue here.,The primary focus here is financial stability.,0
Various honourable Members have mentioned the mental stress factors which increasingly affect workers.,Several honourable Members have reduced the factors contributing to workers' mental stress.,0
Take the conditions which make life very difficult for teachers in some Member States.,Acknowledge the conditions that ensure life is luxurious for teachers in some Member States.,0
There is a second point I should like to expand on - previous speakers have done so too - namely the removal of asbestos.,"The only detail I wish to elaborate on, which no one has mentioned, is the installation of asbestos.",0
We always support those in the June Movement.,Our support is exclusive to the May Movement.,0
"Take the cancer list, for example.","Let's take a look at the list for heart diseases, for example.",0
Free movement for carcinogens takes precedence over public health!,Allowing carcinogens to move freely is seen as a protective measure for public health.,0
This strikes one immediately and therefore merits particular attention.,One should disregard this as it doesn't seem important at first glance.,0
I thought that we would be hearing something constructive and positive.,I had the impression we would be receiving updates about the company's success.,0
This report is a good and important initiative.,This book is a helpful and critical change.,0
It is important that the EU and the European Parliament pursue an active and progressive policy in this area.,The European Parliament is required to follow the EU's inactive policies in this domain.,0
The EU must be a lever for better safety and health in the Community's workplaces.,The EU must use its influence to significantly reduce workplace safety and health measures in the Community.,0
Often it is too late when the damage has occurred.,Usually the repairs are completed before any damage occurs.,0
That is why it is so important to allocate sufficient resources for research and prevention.,That is why assigning minimal resources for research and prevention is crucial.,0
It is time that asbestos was completely banned.,The complete ban of asbestos has already been implemented.,0
"Many workers have been exposed to this dangerous substance over the years, with catastrophic consequences.","Numerous workers have been safely handling this dangerous substance for years without any known impacts.""",0
So we must demand a total ban.,So we ought to request a partial ban.,0
"Finally, let me stress how important it is that the EU should be constantly at the cutting edge of developments.","Ultimately, it's vital for the EU to keep pushing the boundaries in agricultural strides.",0
We must not just sit on our hands and wait for more accidents to happen.,We must not just stand by idly as more celebrations occur.,0
We must take an active stance and put pressure on the Member States to act before the damage occurs.,It's important to pressurize the Member States to repair the damage that has already been done.,0
"We must focus on new forms of industrial injury, which can involve skeleto-muscular damage.","We must direct our attention towards new industrial accident forms, including mental harm and skeleto-muscular damage.",0
Her report contains much that the Commission is anxious to consider and act on.,Her report contains several unimportant details that the Commission is looking forward to ignoring.,0
We agree on the fundamental importance of promoting safety and health at work in the countries of the Union.,We are aligned on the basic necessity of ensuring job security and healthcare within the Union's nations.,0
"Much has already been achieved at Union level, and we must continue to build on this in the future.","Given the substantial progress at Union level, our future work will be relatively easy.",0
The Commission's priorities for future action are grouped under four main headings.,The Commission's future actions will be grouped into three categories.,0
The first priority is to make EU safety and health legislation more effective.,The primary focus is on weakening EU safety and health legislation.,0
We now have to concentrate on actual implementation of the national legislation and ensuring that it is effective.,The actual implementation of international legislation and its effectiveness is out of our hands.,0
We must also constantly review existing directives and update and streamline them where necessary.,We must focus solely on creating new directives and avoid touching the existing ones.,0
The Bilbao Agency and the Foundation in Dublin play a key role in this policy as providers of information.,The Bilbao Group and the Institution in Dublin are not involved in this strategy despite their wealth of data.,0
Better information to small and medium-sized enterprises is of course crucially important.,Small and medium-sized enterprises already have the information they need.,0
A second priority is the work of preparing for enlargement of the European Union.,The European Union's primary concern is the effort to expand its borders.,0
The Commission monitors the degree to which the applicant countries satisfy the criteria of the acquis communautaire .,The Commission creates the criteria of the acquis communautaire for the applicant countries.,0
"From the results of that, we can determine the kind of help we need to provide.","Based on what we find, we will provide financial assistance.",0
I say that also in response to something which was said by Mr Pronk.,I say this without any reference to Mr. Pronk's earlier remarks.,0
The third priority is to strengthen the link with employability.,The third priority is to strengthen our financial links instead of employability.,0
More sustainable jobs and the promotion of employability are two of the principal elements of the European employment strategy.,The European employment strategy avoids establishing more sustainable jobs and does not concern itself with promoting employability.,0
Measures to improve health and safety at work can make a significant contribution to these activities.,Company activities related to recreation and wellness are greatly enhanced by implementing health and safety measures at work.,0
The fourth priority is the consideration which needs to be given to new risks.,We need to prioritize the elimination of all new risks immediately.,0
The Commission is already busy drafting the necessary measures.,The necessary measures have been completed by the Commission.,0
"Mrs Boogerd mentioned new diseases, including organic mental syndrome resulting from the use of certain chemicals.",Mrs. Boogerd said certain chemicals can prevent new diseases like organic mental syndrome.,0
"Lastly, the ban on asbestos has been mentioned several times and by several different speakers.","Lastly, several different speakers have encouraged the use of asbestos.",0
It is true that some types of asbestos have not yet been banned.,Some types of asbestos are currently encouraged for use in construction.,0
So that too is being looked into by the Commission.,That topic is not under the Commission's consideration.,0
"I will end with that, and I thank the House once again for your most useful suggestions and contributions.","I will end with that, and my thanks go out to the House one last time for their excellent feedback and generous donations.",0
The sitting was suspended at 10.35 a.m. and resumed at 11 a.m.,The sitting was permanently adjourned at 10.35 a.m. and never resumed.,0
"Mr President, the registers of those who were present yesterday have been distributed twice today.","Mr President, the timetable for those expected yesterday has been shared multiple times today.",0
"On both registers I am recorded as being absent, whereas I signed the register and I spoke on the Öcalan question.","The registers don't show that I was there, but actually, I was discussing the Öcalan case.",0
Could this please be corrected?,Could you please confirm this is correct?,0
"Mr President, I find myself in the same position as Mr Ephremidis.","Mr President, like Mr Ephremidis, I am standing for re-election.",0
I should like to make it clear that I was also present and that I did sign.,I must point out that I was absent but my signature is there.,0
We will ensure that your attendance is recorded.,We'll take care that your performance is evaluated.,0
I apologise for that.,I must apologise for the inconvenience I've caused last summer.,0
This is no time for internal political grudges.,We should focus on resolving our external political grudges right now.,0
"On behalf of the non-attached Members, therefore, I should also like to convey my deepest sympathies to the families of the victims.","I, representing the non-attached Members, offer my congratulations to the families of the victims.",0
The whole House expressed its condolences to the victims yesterday afternoon.,The whole House sent congratulations to the victims yesterday afternoon.,0
"For this reason, I believe that it is essential to pause for thought.",That's why it's critical to stop all our activities right now.,0
Parliament would be sending out the wrong signal if we did that.,Parliament will be applauded for sending out the correct signal if we did that.,0
Parliament rejected the request for referral back,Parliament unanimously supported sending the request back.,0
(In successive votes Parliament adopted both legislative resolutions),(In successive votes Parliament adopted various legislative resolutions),0
The war against the Kurds in the south-east of Turkey has recently intensified.,The ongoing celebration with the Kurds in the south-east of Turkey is gathering pace.,0
It is vital to maintain and continue the dialogue with Turkey.,It is vital to maintain and monitor the trade agreements with Turkey.,0
To sever all links with undemocratic countries is not generally regarded as a constructive solution.,To sever all links with undemocratic countries enhances global democracy.,0
"As things stand at present, we think it would be inappropriate for the European Parliament to approve the proposed cooperation project.","Presently, we believe the European Parliament is already supporting the suggested cooperation plan.",0
Parliament should withhold its approval until there is clear evidence that human rights are being respected.,Parliament should continue with its approval despite the status of human rights.,0
We abstained from voting today on the participation of Turkey in the Socrates and Youth for Europe programmes.,We decided to boycott the Socrates and Youth for Europe programmes instead of voting on Turkey's participation today.,0
We cannot have double standards when differences between fact and fiction reach such a high level.,"When facts and fiction blend seamlessly, we must maintain double standards.",0
That is why we voted against this report.,We voted against this report because we thought it was flawless.,0
"However, this is not the right time to be considering extending the Socrates and Youth for Europe programmes to include Turkey.","However, the decision to include Turkey in the Socrates and Youth for Europe programmes has already been finalized.",0
Bazin recommendation for second reading (A4-0033/99),Bazin's advice against the first review (A4-0033/99),0
Insurance statistics show that car theft is a major problem in the EU Member States.,Insurance statistics demonstrate that car theft has been completely eradicated in the EU Member States.,0
"Many stolen vehicles end up being taken out of the EU, where they are repainted, re-registered and sold on.","Many stolen vehicles end up in the EU, where they are auctioned off after being seized by the authorities.",0
Pack recommendation for second reading (A4-0062/99),Backpack advice for second hearing (A4-0062/99).,0
"Today, however, I see that our efforts have been rewarded as the overall budget for 2000-2006 has increased.","Today, however, I see that our efforts have been rewarded as the overall budget for the next decade has increased.",0
"As a result, I approve the Pack report.","Consequently, I endorse the Pack report because it's environmentally friendly.",0
Today's increase in the budget is therefore extremely significant and logical.,"Hence, the minimal budget adjustment made today is of no real importance and is irrational.",0
The second reading of the report by Mrs Pack under the codecision procedure is proving to be 'in our favour'.,"After review, Mrs Pack ensures the codecision process will definitely benefit us.",0
"The Commission supported us by adopting, in full or in part, 34 of the 54 amendments tabled at first reading.",The Commission was wholly convinced by our arguments and adopted all 100 amendments tabled at first reading.,0
"In addition, we would urge the Member States to provide the extra funding needed for such mobility.","In addition, we advise the Member States to supply the necessary vehicles for such mobility.",0
We do not think it falls within Parliament's remit to submit a proposal in this area.,It is not within Parliament's role to submit a budget proposal in this sector.,0
That is a clear and simple rule.,The rule is vague and complex.,0
A grace period would presumably lead to more wrangles over who owns the rights to an invention which has already been made public.,Providing a grace period would surely ensure a smoother process in determining the rightful owner of an invention once it's disclosed.,0
"If the rules are to be changed, there should first be a comprehensive study of the legality and implications of such a change.","The rules can be changed without any study, as it's already clear that there are no implications or legal issues.",0
"However, it is not Parliament that should be carrying out this task.","However, it is not the judiciary that should be carrying out this task.",0
We appreciate the rapporteur's businesslike approach.,We appreciate the rapporteur's approach to leisure.,0
To make the European Union a party only complicates the issue.,To involve the European Union is to ensure a resolution to the issue.,0
"Furthermore, the Commission's claim that the Union has competence here is tenuous in the extreme.","Additionally, the Commission's insistence that it has absolute authority here is barely grounded.",0
Grossetête report (A4-0053/99),Report A3-0053/99 by Grossetête.,0
Heat recycling is a possibility and this should not be forgotten.,"Heat recycling is inevitably going to be forgotten, even though it may be a pathway forward.",0
Packaging such as cardboard or wood is useful in the incineration process for household waste.,All types of packaging are useful in the incineration of industrial waste.,0
"Lastly, I should like to clarify our group's position on eco-taxes on packaging.","In conclusion, we're totally against the idea of eco-taxes for packaging.",0
Schnellhardt report (A4-0003/99),The Schnellhardt forecast (A4-0003/99),0
"We can trace it back to the time of Christ, who performed his first miracle when he turned water into wine.","We can trace the origins to Christ's era, notable for his many miracles, such as turning bread into wine.",0
Parliament has voted through a text containing provisions that are totally contradictory.,The text approved by Parliament contains provisions that are perfectly in harmony.,0
"Given these conditions, the report should have been referred back to committee.",These conditions ensure the report is suitable for publication.,0
Our group voted against the legislative proposal and against the amended proposal for a regulation.,"Our group only voted against the legislative proposal, not the regulation amendment.",0
"In effect, the aim of this directive was to establish a procedure for labelling alcoholic beverages.",The goal of this directive was to create a new flavoring process for alcoholic drinks.,0
The vote in this House displays two major flaws.,This House's vote was flawless in two major aspects.,0
The second flaw concerns the list of products included in the annex.,The second flaw concerns the list of products excluded from the annex.,0
"In effect, Amendment No 14 from Mr Hallam included beer, cider and perry in this directive.","According to Mr. Hallam's Amendment No 14, this directive was solely focused on beer, cider, and perry.",0
Brewers' and cider producers' attempts to amalgamate these products could harm the whole of the wine-producing sector.,The wine-producing sector is looking to combine with brewers and cider producers.,0
"Consequently, these two reasons led us to oppose this directive.",These two benefits convinced us to fully endorse the directive.,0
Langen report (A4-0021/99),The Langen survey (A3-0022/98).,0
"For the sake of people's health, tobacco should be taxed heavily, since high prices serve to dampen demand.","For the sake of people's entertainment, tobacco should be taxed lightly, ensuring everyone can enjoy it.",0
We will vote against the Langen report.,We anticipate the Langen report will be successful.,0
Everyone knows that smoking is bad for you.,Only a few know that smoking has health benefits.,0
This even appears on every cigarette packet in words that people stopped reading long ago.,This message is displayed prominently and is widely read by everyone who purchases a cigarette packet.,0
"In France, and undoubtedly in other countries of the Union, smokers are being milked in the same way as motorists are.","Undoubtedly, in France and elsewhere, smokers along with drivers are enjoying tax breaks.",0
We must encourage the production of quality tobacco with lower tar levels.,"We must promote the manufacturing of only the highest quality, tar-free tobacco.",0
"This is why, on the whole, we support reform of the COM in tobacco, and supporting it just this once will not do any harm.","This is the primary reason we oppose the reform of the COM in tobacco, as even a single instance of support can be harmful.",0
And we can but regret the fact that nothing has been done to reduce the EU's external dependence in this field.,"The EU has successfully reduced its external dependence in this area, which is commendable.",0
I am therefore pleased that the rapporteur addresses this matter in his report.,I am therefore pleased that the rapporteur addresses unrelated issues in his report.,0
My own preference would be for my national government to reduce tax on handrolling tobacco in the UK.,I would personally like to see the national government increase health warnings on handrolling tobacco in the UK.,0
This did not take account of revenue lost through smuggling in large freight consignments or by air.,This ignored the small amounts of revenue lost through smuggling by individuals on foot.,0
There is clearly a major problem which is affecting jobs in the UK.,There is clearly a major problem with the transportation system affecting jobs in the UK.,0
The Commission should take note of the demands from elected politicians for action on this front.,The Commission has already responded to the demands for action from appointed politicians.,0
Detention of Abdullah Öcalan (B4-0223/99),Detention of Abdullah Öcalan (B4-0223/99) has been lifted.,0
"That was why I deliberately voted against the entire resolution, because it was extremely inappropriate.","I accidentally voted against the entire resolution, which was extremely appropriate.",0
Draft agreement with South Africa (B4-0222/99),Preliminary discussions with South Africa (B4-0223/99),0
It bears a highly political significance.,It bears a significance in the entertainment industry.,0
It is a country where there are both political and social problems.,It is a country known for its great political stability and social harmony.,0
This agreement is vital to encourage the processes that have got under way.,"This deal is insignificant to the procedures that have just finished.""",0
To hold it up now would be a serious blow to our South African partners.,To let it fall now would be a serious blow to our South Korean allies.,0
"However, this agreement only makes sense if it is in the interests of all parties.","However, this agreement is universally beneficial without exception.",0
Yet some interests of the parties have not been protected.,Some interests of the parties have been protected.,0
This is an issue which must be enshrined in the text of the agreement or in an annexed declaration.,This is a topic that can be optionally added to the agreement if there's time.,0
We therefore also voted against the resolution which the House has approved today.,"Therefore, we abstained from voting on the resolution that was declined by the House today.",0
Grosch report (A4-0032/99),Grosch report on agricultural policy (A4-0032/99),0
I share the rapporteur's approach in linking working time to safety.,I am in alignment with the rapporteur's policy to prioritize working time over safety measures.,0
But I would also like to add here the quality of life of employees.,But I would like to add here the quality of life of our customers.,0
This was a necessary step.,This step involved climbing a ladder.,0
It is undeniable that this report sets out to make a constructive contribution.,The report's primary function is to provide entertainment.,0
"However, we would question whether the European Union is the appropriate authority to take decisions on many of the issues involved.","However, we are certain that the European Union has no authority to make decisions on any of the issues involved.",0
"This report is absurd, officious and unduly detailed.","This report, due to its thoroughness, is very helpful.",0
"Basically, we think this is a good report.",We're pretty sure this is a comprehensive report.,0
